date,warehouse_id,shift_id,month,weekday,base_volume,monthly_multiplier,weekday_multiplier,shift_share,expected_volume,volume,shipments,base_workers,shift_worker_multiplier,workers,labor_hours,Productivity,base_productivity,shift_productivity_multiplier,expected_productivity,capacity,productivity,utilization,utilization_perct,backlog,units_procced,utilization_factor,error_rate,errors,errors_percet,backlog_factor,on_time_rate,on_time_ships,late_shipments,on_time_ships_percet
2025-04-28,WH04,S2,4,0,3800,0.95,1.05,0.35,1327,1083,8664,23,0.95,22,176,6.153409090909091,82,1.0,82.0,14432,49.23,0.6003325942350333,60.03,0,8664,1.0,0.008289238812667524,72,0.83,1.0,0.9684284170169252,8390,274,96.84
2025-04-28,WH04,S3,4,0,3800,0.95,1.05,0.25,948,969,7752,23,0.75,17,136,7.125,82,0.85,69.7,9479,57.0,0.8178077856313957,81.78,0,7752,1.0,0.009943111343262924,77,0.99,1.0,0.9591918574948055,7436,316,95.92
2025-04-28,WH05,S1,4,0,3000,0.95,1.05,0.4,1197,1194,9552,18,1.0,18,144,8.291666666666666,70,1.05,73.5,10584,66.33,0.9024943310657596,90.25,0,19104,1.4,0.010302117037316828,98,1.03,1.0,0.9507699061148348,9082,470,95.08
2025-04-28,WH05,S2,4,0,3000,0.95,1.05,0.35,1047,1074,8592,18,0.95,17,136,7.897058823529412,70,1.0,70.0,9520,63.18,0.9025210084033614,90.25,0,8592,1.4,0.010794448914323426,93,1.08,1.0,0.9645284479508461,8287,305,96.45
2025-04-28,WH05,S3,4,0,3000,0.95,1.05,0.25,748,786,6288,18,0.75,14,112,7.017857142857143,70,0.85,59.5,6664,56.14,0.943577430972389,94.36,0,12576,1.4,0.009421595398489037,59,0.94,1.0,0.9465353173012087,5952,336,94.65
2025-04-29,WH01,S1,4,1,4200,0.95,1.0,0.4,1596,1712,13696,25,1.0,25,200,8.56,85,1.05,89.25,17850,68.48,0.7672829131652661,76.73,0,13696,1.0,0.006086690449374738,83,0.61,1.0,0.9639103410026197,13202,494,96.39
2025-04-29,WH01,S2,4,1,4200,0.95,1.0,0.35,1396,1499,11992,25,0.95,24,192,7.807291666666667,85,1.0,85.0,16320,62.46,0.7348039215686275,73.48,0,11992,1.0,0.008774450698792121,105,0.88,1.0,0.9683633006006427,11613,379,96.84
2025-04-29,WH01,S3,4,1,4200,0.95,1.0,0.25,998,986,7888,25,0.75,19,152,6.4868421052631575,85,0.85,72.25,10982,51.89,0.718266253869969,71.83,0,23664,1.0,0.0069153662861217505,55,0.7,1.0,0.9721817937631192,7669,219,97.22
2025-04-29,WH02,S1,4,1,5000,0.95,1.0,0.4,1900,1911,15288,30,1.0,30,240,7.9625,90,1.05,94.5,22680,63.7,0.674074074074074,67.41,0,30576,1.0,0.007862955198362187,120,0.78,1.0,0.9589939211376631,14661,627,95.9
2025-04-29,WH02,S2,4,1,5000,0.95,1.0,0.35,1662,1785,14280,30,0.95,28,224,7.96875,90,1.0,90.0,20160,63.75,0.7083333333333334,70.83,0,42840,1.0,0.008118449808481695,116,0.81,1.0,0.9594268256889316,13701,579,95.94
2025-04-29,WH02,S3,4,1,5000,0.95,1.0,0.25,1188,1156,9248,30,0.75,22,176,6.568181818181818,90,0.85,76.5,13464,52.55,0.6868686868686869,68.69,0,9248,1.0,0.007834428185097417,72,0.78,1.0,0.9554499392516288,8836,412,95.54
2025-04-29,WH03,S1,4,1,3500,0.95,1.0,0.4,1330,1334,10672,20,1.0,20,160,8.3375,75,1.05,78.75,12600,66.7,0.846984126984127,84.7,0,10672,1.0,0.005742183456015168,61,0.57,1.0,0.963240887501995,10280,392,96.32
2025-04-29,WH03,S2,4,1,3500,0.95,1.0,0.35,1164,1198,9584,20,0.95,19,152,7.881578947368421,75,1.0,75.0,11400,63.05,0.840701754385965,84.07,0,28752,1.0,0.007912128687316035,76,0.79,1.0,0.9601216949426855,9202,382,96.01
2025-04-29,WH03,S3,4,1,3500,0.95,1.0,0.25,831,835,6680,20,0.75,15,120,6.958333333333333,75,0.85,63.75,7650,55.67,0.873202614379085,87.32,0,6680,1.4,0.011186420481537148,75,1.12,1.0,0.9603418634183064,6415,265,96.03
2025-04-29,WH04,S1,4,1,3800,0.95,1.0,0.4,1444,1819,14552,23,1.0,23,184,9.88586956521739,82,1.05,86.10000000000001,15842,79.09,0.9185708875142028,91.86,0,14552,1.4,0.012991862833381943,189,1.3,1.0,0.9596348609199946,13965,587,95.96
2025-04-29,WH04,S2,4,1,3800,0.95,1.0,0.35,1264,1302,10416,23,0.95,22,176,7.3977272727272725,82,1.0,82.0,14432,59.18,0.7217294900221729,72.17,0,10416,1.0,0.007248848889528881,76,0.73,1.0,0.9622135790075548,10022,394,96.22
2025-04-29,WH04,S3,4,1,3800,0.95,1.0,0.25,902,930,7440,23,0.75,17,136,6.838235294117647,82,0.85,69.7,9479,54.71,0.7848929211942188,78.49,0,7440,1.0,0.009235858805295052,69,0.93,1.0,0.9583784406915716,7130,310,95.84
2025-04-29,WH05,S1,4,1,3000,0.95,1.0,0.4,1140,1091,8728,18,1.0,18,144,7.576388888888889,70,1.05,73.5,10584,60.61,0.8246409674981103,82.46,0,8728,1.0,0.00742605024034491,65,0.74,1.0,0.9501962286367593,8293,435,95.02
2025-04-29,WH05,S2,4,1,3000,0.95,1.0,0.35,997,979,7832,18,0.95,17,136,7.198529411764706,70,1.0,70.0,9520,57.59,0.8226890756302521,82.27,0,15664,1.0,0.005968782242515704,47,0.6,1.0,0.9439419013189627,7393,439,94.39
2025-04-29,WH05,S3,4,1,3000,0.95,1.0,0.25,712,641,5128,18,0.75,14,112,5.723214285714286,70,0.85,59.5,6664,45.79,0.7695078031212484,76.95,0,5128,1.0,0.007015925550850243,36,0.7,1.0,0.968653626908724,4967,161,96.87
2025-04-30,WH01,S1,4,2,4200,0.95,1.0,0.4,1596,1622,12976,25,1.0,25,200,8.11,85,1.05,89.25,17850,64.88,0.7269467787114846,72.69,0,12976,1.0,0.008637805253280126,112,0.86,1.0,0.9563469344826482,12410,566,95.63
2025-04-30,WH01,S2,4,2,4200,0.95,1.0,0.35,1396,1251,10008,25,0.95,24,192,6.515625,85,1.0,85.0,16320,52.12,0.6132352941176471,61.32,0,10008,1.0,0.007889573943037192,79,0.79,1.0,0.94814305760302,9489,519,94.81
2025-04-30,WH01,S3,4,2,4200,0.95,1.0,0.25,998,950,7600,25,0.75,19,152,6.25,85,0.85,72.25,10982,50.0,0.6920415224913494,69.2,0,22800,1.0,0.006941862043553099,53,0.7,1.0,0.9721413522417747,7388,212,97.21
2025-04-30,WH02,S1,4,2,5000,0.95,1.0,0.4,1900,1791,14328,30,1.0,30,240,7.4625,90,1.05,94.5,22680,59.7,0.6317460317460317,63.17,0,28656,1.0,0.008375509293437085,120,0.84,1.0,0.9548274827384419,13681,647,95.48
2025-04-30,WH02,S2,4,2,5000,0.95,1.0,0.35,1662,1872,14976,30,0.95,28,224,8.357142857142858,90,1.0,90.0,20160,66.86,0.7428571428571429,74.29,0,14976,1.0,0.005399824038727376,81,0.54,1.0,0.9524552713564328,14264,712,95.25
2025-04-30,WH02,S3,4,2,5000,0.95,1.0,0.25,1188,1132,9056,30,0.75,22,176,6.431818181818182,90,0.85,76.5,13464,51.45,0.6726084373143196,67.26,0,9056,1.0,0.008847481073682667,80,0.88,1.0,0.9505282432432707,8608,448,95.05
2025-04-30,WH03,S1,4,2,3500,0.95,1.0,0.4,1330,1464,11712,20,1.0,20,160,9.15,75,1.05,78.75,12600,73.2,0.9295238095238095,92.95,0,35136,1.4,0.009501001488831904,111,0.95,1.0,0.9660108256150417,11314,398,96.6
2025-04-30,WH03,S2,4,2,3500,0.95,1.0,0.35,1164,1016,8128,20,0.95,19,152,6.684210526315789,75,1.0,75.0,11400,53.47,0.7129824561403508,71.3,0,24384,1.0,0.007610953396013308,62,0.76,1.0,0.9509259464726614,7729,399,95.09
2025-04-30,WH03,S3,4,2,3500,0.95,1.0,0.25,831,791,6328,20,0.75,15,120,6.591666666666667,75,0.85,63.75,7650,52.73,0.8271895424836602,82.72,0,6328,1.0,0.0091126570814143,58,0.92,1.0,0.9628709108804164,6093,235,96.29
2025-04-30,WH04,S1,4,2,3800,0.95,1.0,0.4,1444,1391,11128,23,1.0,23,184,7.559782608695652,82,1.05,86.10000000000001,15842,60.48,0.7024365610402727,70.24,0,11128,1.0,0.008724238188315423,97,0.87,1.0,0.9834459670929719,10944,184,98.34
2025-04-30,WH04,S2,4,2,3800,0.95,1.0,0.35,1264,1366,10928,23,0.95,22,176,7.761363636363637,82,1.0,82.0,14432,62.09,0.7572062084257206,75.72,0,10928,1.0,0.009121852222572191,100,0.92,1.0,0.9598794476962941,10490,438,95.99
2025-04-30,WH04,S3,4,2,3800,0.95,1.0,0.25,902,849,6792,23,0.75,17,136,6.242647058823529,82,0.85,69.7,9479,49.94,0.7165312796708514,71.65,0,6792,1.0,0.00961435333341841,65,0.96,1.0,0.9580161010249262,6507,285,95.8
2025-04-30,WH05,S1,4,2,3000,0.95,1.0,0.4,1140,1230,9840,18,1.0,18,144,8.541666666666666,70,1.05,73.5,10584,68.33,0.9297052154195011,92.97,0,9840,1.4,0.009158969260035985,90,0.91,1.0,0.9671172029834225,9516,324,96.71
2025-04-30,WH05,S2,4,2,3000,0.95,1.0,0.35,997,1102,8816,18,0.95,17,136,8.102941176470589,70,1.0,70.0,9520,64.82,0.9260504201680673,92.61,0,8816,1.4,0.009449118982419544,83,0.94,1.0,0.9516552704581506,8390,426,95.17
2025-04-30,WH05,S3,4,2,3000,0.95,1.0,0.25,712,767,6136,18,0.75,14,112,6.848214285714286,70,0.85,59.5,6664,54.79,0.9207683073229291,92.08,0,6136,1.4,0.010782598801350499,66,1.08,1.0,0.9686265516874919,5943,193,96.86
2025-05-01,WH01,S1,5,3,4200,1.0,1.05,0.4,1764,1875,15000,25,1.0,25,200,9.375,85,1.05,89.25,17850,75.0,0.8403361344537815,84.03,0,30000,1.0,0.008647052476101213,130,0.87,1.0,0.9567397724000344,14351,649,95.67
2025-05-01,WH01,S2,5,3,4200,1.0,1.05,0.35,1544,1521,12168,25,0.95,24,192,7.921875,85,1.0,85.0,16320,63.38,0.7455882352941177,74.56,0,12168,1.0,0.006692807707715459,81,0.67,1.0,0.9561264253396794,11634,534,95.61
2025-05-01,WH01,S3,5,3,4200,1.0,1.05,0.25,1102,1002,8016,25,0.75,19,152,6.592105263157895,85,0.85,72.25,10982,52.74,0.7299216900382444,72.99,0,16032,1.0,0.0077268292532415295,62,0.77,1.0,0.953532372155956,7644,372,95.35
2025-05-01,WH02,S1,5,3,5000,1.0,1.05,0.4,2100,2036,16288,30,1.0,30,240,8.483333333333333,90,1.05,94.5,22680,67.87,0.7181657848324515,71.82,0,16288,1.0,0.00651833452348617,106,0.65,1.0,0.9721840183397995,15835,453,97.22
2025-05-01,WH02,S2,5,3,5000,1.0,1.05,0.35,1837,1988,15904,30,0.95,28,224,8.875,90,1.0,90.0,20160,71.0,0.7888888888888889,78.89,0,15904,1.0,0.007150591956642287,114,0.72,1.0,0.9778577132327707,15552,352,97.79
2025-05-01,WH02,S3,5,3,5000,1.0,1.05,0.25,1312,1147,9176,30,0.75,22,176,6.517045454545454,90,0.85,76.5,13464,52.14,0.6815210932857991,68.15,0,18352,1.0,0.008597631927908182,79,0.86,1.0,0.9431910513061016,8655,521,94.32
2025-05-01,WH03,S1,5,3,3500,1.0,1.05,0.4,1470,1563,12504,20,1.0,20,160,9.76875,75,1.05,78.75,12600,78.15,0.9923809523809524,99.24,0,25008,1.4,0.009035332020296159,113,0.9,1.0,0.9481169273490127,11855,649,94.81
2025-05-01,WH03,S2,5,3,3500,1.0,1.05,0.35,1286,1234,9872,20,0.95,19,152,8.118421052631579,75,1.0,75.0,11400,64.95,0.8659649122807017,86.6,0,9872,1.4,0.011402665720936839,113,1.14,1.0,0.9653014719573891,9529,343,96.53
2025-05-01,WH03,S3,5,3,3500,1.0,1.05,0.25,919,872,6976,20,0.75,15,120,7.266666666666667,75,0.85,63.75,7650,58.13,0.9118954248366014,91.19,0,13952,1.4,0.010820501140736344,75,1.08,1.0,0.9564610630803334,6672,304,95.65
2025-05-01,WH04,S1,5,3,3800,1.0,1.05,0.4,1596,1683,13464,23,1.0,23,184,9.146739130434783,82,1.05,86.10000000000001,15842,73.17,0.8498926903168792,84.99,0,13464,1.0,0.00944080577317575,127,0.94,1.0,0.9667365737518735,13016,448,96.67
2025-05-01,WH04,S2,5,3,3800,1.0,1.05,0.35,1396,1179,9432,23,0.95,22,176,6.698863636363637,82,1.0,82.0,14432,53.59,0.6535476718403548,65.35,0,28296,1.0,0.009217741391764662,87,0.92,1.0,0.9484763982232325,8946,486,94.85
2025-05-01,WH04,S3,5,3,3800,1.0,1.05,0.25,998,917,7336,23,0.75,17,136,6.742647058823529,82,0.85,69.7,9479,53.94,0.7739212997151598,77.39,0,7336,1.0,0.006706434872644684,49,0.67,1.0,0.9523862245018491,6987,349,95.24
2025-05-01,WH05,S1,5,3,3000,1.0,1.05,0.4,1260,1280,10240,18,1.0,18,144,8.88888888888889,70,1.05,73.5,10584,71.11,0.9674981103552532,96.75,0,10240,1.4,0.009842506807074809,101,0.99,1.0,0.9771733719691619,10006,234,97.72
2025-05-01,WH05,S2,5,3,3000,1.0,1.05,0.35,1102,1160,9280,18,0.95,17,136,8.529411764705882,70,1.0,70.0,9520,68.24,0.9747899159663865,97.48,0,9280,1.4,0.013337917941663635,124,1.34,1.0,0.9670030304945361,8974,306,96.7
2025-05-01,WH05,S3,5,3,3000,1.0,1.05,0.25,788,689,5512,18,0.75,14,112,6.151785714285714,70,0.85,59.5,6664,49.21,0.8271308523409364,82.71,0,5512,1.0,0.0065323905537107724,36,0.65,1.0,0.9544635457308014,5261,251,95.45
2025-05-02,WH01,S1,5,4,4200,1.0,1.1,0.4,1848,1887,15096,25,1.0,25,200,9.435,85,1.05,89.25,17850,75.48,0.8457142857142858,84.57,0,15096,1.0,0.007588716526398961,115,0.76,1.0,0.9635700336204585,14546,550,96.36
2025-05-02,WH01,S2,5,4,4200,1.0,1.1,0.35,1617,1677,13416,25,0.95,24,192,8.734375,85,1.0,85.0,16320,69.88,0.8220588235294117,82.21,0,26832,1.0,0.0062355268474122115,84,0.63,1.0,0.9529221101573421,12784,632,95.29
2025-05-02,WH01,S3,5,4,4200,1.0,1.1,0.25,1155,1112,8896,25,0.75,19,152,7.315789473684211,85,0.85,72.25,10982,58.53,0.8100528136951375,81.01,0,17792,1.0,0.008084541968896025,72,0.81,1.0,0.9539743147756947,8487,409,95.4
2025-05-02,WH02,S1,5,4,5000,1.0,1.1,0.4,2200,1962,15696,30,1.0,30,240,8.175,90,1.05,94.5,22680,65.4,0.692063492063492,69.21,0,31392,1.0,0.008872238365245822,139,0.89,1.0,0.9402213122339743,14758,938,94.02
2025-05-02,WH02,S2,5,4,5000,1.0,1.1,0.35,1925,1733,13864,30,0.95,28,224,7.736607142857143,90,1.0,90.0,20160,61.89,0.6876984126984127,68.77,0,27728,1.0,0.008805713913487338,122,0.88,1.0,0.9730797445473259,13491,373,97.31
2025-05-02,WH02,S3,5,4,5000,1.0,1.1,0.25,1375,1494,11952,30,0.75,22,176,8.488636363636363,90,0.85,76.5,13464,67.91,0.8877005347593583,88.77,0,11952,1.4,0.007735843384985017,92,0.77,1.0,0.9451565857095927,11297,655,94.52
2025-05-02,WH03,S1,5,4,3500,1.0,1.1,0.4,1540,1650,13200,20,1.0,20,160,10.3125,75,1.05,78.75,12600,82.5,1.0476190476190477,104.76,600,13200,1.4,0.012329014752271009,163,1.23,0.92,0.8919701560039187,11774,1426,89.2
2025-05-02,WH03,S2,5,4,3500,1.0,1.1,0.35,1348,1542,12336,20,0.95,19,152,10.144736842105264,75,1.0,75.0,11400,81.16,1.0821052631578947,108.21,936,12336,1.4,0.012541111121143436,155,1.26,0.92,0.8750465566799475,10795,1541,87.5
2025-05-02,WH03,S3,5,4,3500,1.0,1.1,0.25,963,1054,8432,20,0.75,15,120,8.783333333333333,75,0.85,63.75,7650,70.27,1.1022222222222222,110.22,782,8432,1.4,0.011851695499546903,100,1.19,0.92,0.8883736201859459,7491,941,88.84
2025-05-02,WH04,S1,5,4,3800,1.0,1.1,0.4,1672,1847,14776,23,1.0,23,184,10.03804347826087,82,1.05,86.10000000000001,15842,80.3,0.9327105163489459,93.27,0,14776,1.4,0.01357948389070679,201,1.36,1.0,0.9593631962791251,14176,600,95.94
2025-05-02,WH04,S2,5,4,3800,1.0,1.1,0.35,1463,1653,13224,23,0.95,22,176,9.392045454545455,82,1.0,82.0,14432,75.14,0.9162971175166297,91.63,0,13224,1.4,0.010754684406213643,142,1.07,1.0,0.9799476969239949,12959,265,97.99
2025-05-02,WH04,S3,5,4,3800,1.0,1.1,0.25,1045,1234,9872,23,0.75,17,136,9.073529411764707,82,0.85,69.7,9479,72.59,1.0414600696275977,104.15,393,9872,1.4,0.008283925696656837,82,0.83,0.96,0.9349473257179052,9230,642,93.49
2025-05-02,WH05,S1,5,4,3000,1.0,1.1,0.4,1320,1141,9128,18,1.0,18,144,7.923611111111111,70,1.05,73.5,10584,63.39,0.8624338624338624,86.24,0,9128,1.4,0.011293423062357706,103,1.13,1.0,0.9542915726727551,8711,417,95.43
2025-05-02,WH05,S2,5,4,3000,1.0,1.1,0.35,1155,1217,9736,18,0.95,17,136,8.948529411764707,70,1.0,70.0,9520,71.59,1.022689075630252,102.27,216,29208,1.4,0.01126217859209371,110,1.13,0.96,0.9168079391769601,8926,810,91.68
2025-05-02,WH05,S3,5,4,3000,1.0,1.1,0.25,825,849,6792,18,0.75,14,112,7.580357142857143,70,0.85,59.5,6664,60.64,1.0192076830732293,101.92,128,6792,1.4,0.008971280110696105,61,0.9,1.0,0.9593730270431619,6516,276,95.94
2025-05-03,WH01,S1,5,5,4200,1.0,0.65,0.4,1092,1055,8440,25,1.0,25,200,5.275,85,1.05,89.25,17850,42.2,0.47282913165266105,47.28,0,16880,1.0,0.009244460291363152,78,0.92,1.0,0.9473508683381512,7996,444,94.74
2025-05-03,WH01,S2,5,5,4200,1.0,0.65,0.35,955,1083,8664,25,0.95,24,192,5.640625,85,1.0,85.0,16320,45.12,0.5308823529411765,53.09,0,17328,1.0,0.010212775911918317,88,1.02,1.0,0.9680161457124158,8387,277,96.8
2025-05-03,WH01,S3,5,5,4200,1.0,0.65,0.25,682,757,6056,25,0.75,19,152,4.980263157894737,85,0.85,72.25,10982,39.84,0.551447823711528,55.14,0,12112,1.0,0.009708193437947111,59,0.97,1.0,0.9548668382456034,5783,273,95.49
2025-05-03,WH02,S1,5,5,5000,1.0,0.65,0.4,1300,1151,9208,30,1.0,30,240,4.795833333333333,90,1.05,94.5,22680,38.37,0.4059964726631393,40.6,0,18416,1.0,0.007334891897996286,68,0.74,1.0,0.9509639160878013,8756,452,95.1
2025-05-03,WH02,S2,5,5,5000,1.0,0.65,0.35,1138,1028,8224,30,0.95,28,224,4.589285714285714,90,1.0,90.0,20160,36.71,0.40793650793650793,40.79,0,8224,1.0,0.00664353754215266,55,0.67,1.0,0.9782460157046332,8045,179,97.82
2025-05-03,WH02,S3,5,5,5000,1.0,0.65,0.25,812,757,6056,30,0.75,22,176,4.301136363636363,90,0.85,76.5,13464,34.41,0.44979203802733214,44.98,0,6056,1.0,0.005533244784202512,34,0.56,1.0,0.9528642611628473,5771,285,95.29
2025-05-03,WH03,S1,5,5,3500,1.0,0.65,0.4,910,755,6040,20,1.0,20,160,4.71875,75,1.05,78.75,12600,37.75,0.4793650793650794,47.94,0,6040,1.0,0.00840758753411184,51,0.84,1.0,0.9526293859795864,5754,286,95.26
2025-05-03,WH03,S2,5,5,3500,1.0,0.65,0.35,796,876,7008,20,0.95,19,152,5.7631578947368425,75,1.0,75.0,11400,46.11,0.6147368421052631,61.47,0,14016,1.0,0.007879531694517002,55,0.78,1.0,0.9476389497470488,6641,367,94.76
2025-05-03,WH03,S3,5,5,3500,1.0,0.65,0.25,569,557,4456,20,0.75,15,120,4.641666666666667,75,0.85,63.75,7650,37.13,0.582483660130719,58.25,0,4456,1.0,0.010038090443546203,45,1.01,1.0,0.9531626626583519,4247,209,95.32
2025-05-03,WH04,S1,5,5,3800,1.0,0.65,0.4,988,923,7384,23,1.0,23,184,5.016304347826087,82,1.05,86.10000000000001,15842,40.13,0.46610276480242396,46.61,0,14768,1.0,0.007059165056445835,52,0.7,1.0,0.9679270145964466,7147,237,96.79
2025-05-03,WH04,S2,5,5,3800,1.0,0.65,0.35,864,937,7496,23,0.95,22,176,5.323863636363637,82,1.0,82.0,14432,42.59,0.5194013303769401,51.94,0,14992,1.0,0.007641454916933712,57,0.76,1.0,0.961421488480949,7207,289,96.14
2025-05-03,WH04,S3,5,5,3800,1.0,0.65,0.25,618,656,5248,23,0.75,17,136,4.823529411764706,82,0.85,69.7,9479,38.59,0.5536448992509758,55.36,0,5248,1.0,0.007836739188874486,41,0.78,1.0,0.9490321505798576,4981,267,94.9
2025-05-03,WH05,S1,5,5,3000,1.0,0.65,0.4,780,683,5464,18,1.0,18,144,4.743055555555555,70,1.05,73.5,10584,37.94,0.5162509448223734,51.63,0,5464,1.0,0.008240957639677244,45,0.82,1.0,0.9727137541393936,5315,149,97.27
2025-05-03,WH05,S2,5,5,3000,1.0,0.65,0.35,682,599,4792,18,0.95,17,136,4.404411764705882,70,1.0,70.0,9520,35.24,0.5033613445378151,50.34,0,9584,1.0,0.007895055647191757,38,0.79,1.0,0.964656429726637,4623,169,96.47
2025-05-03,WH05,S3,5,5,3000,1.0,0.65,0.25,488,439,3512,18,0.75,14,112,3.919642857142857,70,0.85,59.5,6664,31.36,0.5270108043217286,52.7,0,3512,1.0,0.009521826919847544,33,0.94,1.0,0.9763933299826262,3429,83,97.64
2025-05-04,WH01,S1,5,6,4200,1.0,0.55,0.4,924,932,7456,25,1.0,25,200,4.66,85,1.05,89.25,17850,37.28,0.417703081232493,41.77,0,7456,1.0,0.005791109044674032,43,0.58,1.0,0.9684754388892988,7221,235,96.85
2025-05-04,WH01,S2,5,6,4200,1.0,0.55,0.35,808,795,6360,25,0.95,24,192,4.140625,85,1.0,85.0,16320,33.12,0.3897058823529412,38.97,0,19080,1.0,0.008495900384043895,54,0.85,1.0,0.9531979168600659,6062,298,95.32
2025-05-04,WH01,S3,5,6,4200,1.0,0.55,0.25,578,498,3984,25,0.75,19,152,3.276315789473684,85,0.85,72.25,10982,26.21,0.36277545073757056,36.28,0,3984,1.0,0.00886086522377631,35,0.88,1.0,0.9433892555592571,3758,226,94.34
2025-05-04,WH02,S1,5,6,5000,1.0,0.55,0.4,1100,1176,9408,30,1.0,30,240,4.9,90,1.05,94.5,22680,39.2,0.4148148148148148,41.48,0,28224,1.0,0.006628433678636399,62,0.66,1.0,0.9568710643877828,9002,406,95.69
2025-05-04,WH02,S2,5,6,5000,1.0,0.55,0.35,962,1064,8512,30,0.95,28,224,4.75,90,1.0,90.0,20160,38.0,0.4222222222222222,42.22,0,8512,1.0,0.009124253729617872,78,0.92,1.0,0.9750263286310485,8299,213,97.5
2025-05-04,WH02,S3,5,6,5000,1.0,0.55,0.25,688,722,5776,30,0.75,22,176,4.1022727272727275,90,0.85,76.5,13464,32.82,0.42899584076054664,42.9,0,11552,1.0,0.006576053870621473,38,0.66,1.0,0.9501674034418582,5488,288,95.02
2025-05-04,WH03,S1,5,6,3500,1.0,0.55,0.4,770,697,5576,20,1.0,20,160,4.35625,75,1.05,78.75,12600,34.85,0.44253968253968257,44.25,0,11152,1.0,0.009131651398611511,51,0.91,1.0,0.9643482179634568,5377,199,96.43
2025-05-04,WH03,S2,5,6,3500,1.0,0.55,0.35,674,705,5640,20,0.95,19,152,4.6381578947368425,75,1.0,75.0,11400,37.11,0.49473684210526314,49.47,0,5640,1.0,0.006377023034423658,36,0.64,1.0,0.9591940011257425,5410,230,95.92
2025-05-04,WH03,S3,5,6,3500,1.0,0.55,0.25,481,481,3848,20,0.75,15,120,4.008333333333334,75,0.85,63.75,7650,32.07,0.5030065359477124,50.3,0,7696,1.0,0.007290664941498365,28,0.73,1.0,0.945506414680121,3638,210,94.55
2025-05-04,WH04,S1,5,6,3800,1.0,0.55,0.4,836,853,6824,23,1.0,23,184,4.635869565217392,82,1.05,86.10000000000001,15842,37.09,0.43075369271556624,43.08,0,13648,1.0,0.005806126655036358,40,0.59,1.0,0.9615212492311334,6561,263,96.15
2025-05-04,WH04,S2,5,6,3800,1.0,0.55,0.35,732,751,6008,23,0.95,22,176,4.267045454545454,82,1.0,82.0,14432,34.14,0.41629711751662973,41.63,0,12016,1.0,0.006374553487226175,38,0.63,1.0,0.9611229707572837,5774,234,96.11
2025-05-04,WH04,S3,5,6,3800,1.0,0.55,0.25,522,608,4864,23,0.75,17,136,4.470588235294118,82,0.85,69.7,9479,35.76,0.513134296866758,51.31,0,9728,1.0,0.009041882096711022,44,0.9,1.0,0.9531364005638319,4636,228,95.31
2025-05-04,WH05,S1,5,6,3000,1.0,0.55,0.4,660,675,5400,18,1.0,18,144,4.6875,70,1.05,73.5,10584,37.5,0.5102040816326531,51.02,0,5400,1.0,0.006249608660810669,34,0.63,1.0,0.9352817347889012,5051,349,93.53
2025-05-04,WH05,S2,5,6,3000,1.0,0.55,0.35,578,615,4920,18,0.95,17,136,4.522058823529412,70,1.0,70.0,9520,36.18,0.5168067226890757,51.68,0,4920,1.0,0.009240161475608999,45,0.91,1.0,0.9540368958301435,4694,226,95.4
2025-05-04,WH05,S3,5,6,3000,1.0,0.55,0.25,413,413,3304,18,0.75,14,112,3.6875,70,0.85,59.5,6664,29.5,0.4957983193277311,49.58,0,3304,1.0,0.007815927570695033,26,0.79,1.0,0.9712192062753693,3209,95,97.12
2025-05-05,WH01,S1,5,0,4200,1.0,1.05,0.4,1764,1909,15272,25,1.0,25,200,9.545,85,1.05,89.25,17850,76.36,0.8555742296918768,85.56,0,15272,1.4,0.008478092376987642,129,0.84,1.0,0.9566924984336532,14611,661,95.67
2025-05-05,WH01,S2,5,0,4200,1.0,1.05,0.35,1544,1677,13416,25,0.95,24,192,8.734375,85,1.0,85.0,16320,69.88,0.8220588235294117,82.21,0,13416,1.0,0.007434036365843278,100,0.75,1.0,0.9572524818715452,12842,574,95.73
2025-05-05,WH01,S3,5,0,4200,1.0,1.05,0.25,1102,1032,8256,25,0.75,19,152,6.7894736842105265,85,0.85,72.25,10982,54.32,0.7517756328537607,75.18,0,8256,1.0,0.00786705396704857,65,0.79,1.0,0.9411598123725133,7770,486,94.12
2025-05-05,WH02,S1,5,0,5000,1.0,1.05,0.4,2100,2142,17136,30,1.0,30,240,8.925,90,1.05,94.5,22680,71.4,0.7555555555555555,75.56,0,34272,1.0,0.007131916909293432,122,0.71,1.0,0.9742215896511675,16694,442,97.42
2025-05-05,WH02,S2,5,0,5000,1.0,1.05,0.35,1837,2017,16136,30,0.95,28,224,9.004464285714286,90,1.0,90.0,20160,72.04,0.8003968253968254,80.04,0,32272,1.0,0.00830233625898091,134,0.83,1.0,0.9630573749826836,15540,596,96.31
2025-05-05,WH02,S3,5,0,5000,1.0,1.05,0.25,1312,1332,10656,30,0.75,22,176,7.568181818181818,90,0.85,76.5,13464,60.55,0.7914438502673797,79.14,0,10656,1.0,0.007844034270483727,84,0.79,1.0,0.9425986624570658,10044,612,94.26
2025-05-05,WH03,S1,5,0,3500,1.0,1.05,0.4,1470,1551,12408,20,1.0,20,160,9.69375,75,1.05,78.75,12600,77.55,0.9847619047619047,98.48,0,12408,1.4,0.011318137470615625,140,1.13,1.0,0.9700215917419106,12036,372,97.0
