date,warehouse_id,shift_id,workers,labor_hours,shipments,units_procced,Productivity,capacity,utilization_perct,backlog,errors,errors_percet,on_time_ships_percet,late_shipments,on_time_ships,year,month,month_nm,day_of_week,is_weekend,utilization_band,is_peak,backlog_rate_pct,high_pressure
2025-04-06,WH01,S1,25,200,7480,7480,4.675,17850,41.9,0,53,0.71,95.57,331,7149,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-06,WH01,S2,24,192,6224,6224,4.052083333333333,16320,38.14,0,51,0.82,97.11,180,6044,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-06,WH01,S3,19,152,5104,15312,4.197368421052632,10982,46.48,0,46,0.9,96.93,157,4947,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-06,WH02,S1,30,240,10248,20496,5.3375,22680,45.19,0,98,0.96,96.97,310,9938,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-06,WH02,S2,28,224,7160,7160,3.9955357142857135,20160,35.52,0,60,0.84,95.92,292,6868,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-06,WH02,S3,22,176,4480,13440,3.1818181818181817,13464,33.27,0,37,0.83,95.54,200,4280,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-06,WH03,S1,20,160,5840,17520,4.5625,12600,46.35,0,49,0.84,94.97,294,5546,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-06,WH03,S2,19,152,5336,10672,4.3881578947368425,11400,46.81,0,40,0.75,96.44,190,5146,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-06,WH03,S3,15,120,4216,8432,4.391666666666667,7650,55.11,0,40,0.95,95.32,197,4019,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-06,WH04,S1,23,184,7232,7232,4.913043478260869,15842,45.65,0,53,0.73,94.44,402,6830,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-06,WH04,S2,22,176,6272,6272,4.454545454545454,14432,43.46,0,37,0.59,97.13,180,6092,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-06,WH04,S3,17,136,4280,8560,3.933823529411765,9479,45.15,0,36,0.84,98.07,83,4197,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-06,WH05,S1,18,144,5408,5408,4.694444444444445,10584,51.1,0,48,0.89,94.94,273,5135,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-06,WH05,S2,17,136,4672,9344,4.294117647058823,9520,49.08,0,37,0.79,96.03,185,4487,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-06,WH05,S3,14,112,2960,2960,3.3035714285714284,6664,44.42,0,28,0.95,96.45,105,2855,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-07,WH01,S1,25,200,14048,14048,8.78,17850,78.7,0,130,0.93,96.76,455,13593,2025,4,April,Monday,False,High,False,0.0,False
2025-04-07,WH01,S2,24,192,10792,10792,7.026041666666667,16320,66.13,0,62,0.57,95.79,454,10338,2025,4,April,Monday,False,Normal,False,0.0,False
2025-04-07,WH01,S3,19,152,8928,8928,7.342105263157895,10982,81.3,0,69,0.77,94.99,447,8481,2025,4,April,Monday,False,High,False,0.0,False
2025-04-07,WH02,S1,30,240,17224,51672,8.970833333333333,22680,75.94,0,149,0.87,96.29,639,16585,2025,4,April,Monday,False,High,False,0.0,False
2025-04-07,WH02,S2,28,224,13336,13336,7.441964285714286,20160,66.15,0,124,0.93,93.81,825,12511,2025,4,April,Monday,False,Normal,False,0.0,False
2025-04-07,WH02,S3,22,176,10120,20240,7.1875,13464,75.16,0,68,0.67,95.5,455,9665,2025,4,April,Monday,False,High,False,0.0,False
2025-04-07,WH03,S1,20,160,12352,12352,9.65,12600,98.03,0,122,0.99,98.33,206,12146,2025,4,April,Monday,False,Very High,True,0.0,False
2025-04-07,WH03,S2,19,152,10456,20912,8.598684210526315,11400,91.72,0,109,1.04,96.43,374,10082,2025,4,April,Monday,False,Very High,True,0.0,False
2025-04-07,WH03,S3,15,120,8936,26808,9.308333333333334,7650,116.81,1286,108,1.21,87.98,1074,7862,2025,4,April,Monday,False,Over Capacity,True,14.39,True
2025-04-07,WH04,S1,23,184,12248,24496,8.320652173913043,15842,77.31,0,77,0.63,95.04,607,11641,2025,4,April,Monday,False,High,False,0.0,False
2025-04-07,WH04,S2,22,176,9656,28968,6.857954545454546,14432,66.91,0,68,0.7,97.17,273,9383,2025,4,April,Monday,False,Normal,False,0.0,False
2025-04-07,WH04,S3,17,136,7272,7272,6.6838235294117645,9479,76.72,0,54,0.74,96.12,282,6990,2025,4,April,Monday,False,High,False,0.0,False
2025-04-07,WH05,S1,18,144,10888,10888,9.45138888888889,10584,102.87,304,126,1.16,92.54,812,10076,2025,4,April,Monday,False,Over Capacity,True,2.79,True
2025-04-07,WH05,S2,17,136,7664,7664,7.044117647058823,9520,80.5,0,59,0.77,95.77,324,7340,2025,4,April,Monday,False,High,False,0.0,False
2025-04-07,WH05,S3,14,112,6160,12320,6.875,6664,92.44,0,82,1.33,95.35,287,5873,2025,4,April,Monday,False,Very High,True,0.0,False
2025-04-08,WH01,S1,25,200,13392,13392,8.37,17850,75.03,0,118,0.88,95.61,587,12805,2025,4,April,Tuesday,False,High,False,0.0,False
2025-04-08,WH01,S2,24,192,11432,11432,7.442708333333333,16320,70.05,0,80,0.7,96.35,418,11014,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-08,WH01,S3,19,152,7176,14352,5.901315789473684,10982,65.34,0,51,0.71,95.59,317,6859,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-08,WH02,S1,30,240,13936,41808,7.258333333333334,22680,61.45,0,132,0.95,95.39,643,13293,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-08,WH02,S2,28,224,14424,14424,8.049107142857142,20160,71.55,0,100,0.69,95.96,582,13842,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-08,WH02,S3,22,176,9640,28920,6.846590909090909,13464,71.6,0,67,0.7,95.15,467,9173,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-08,WH03,S1,20,160,12904,25808,10.08125,12600,102.41,304,132,1.02,92.89,917,11987,2025,4,April,Tuesday,False,Over Capacity,True,2.36,True
2025-04-08,WH03,S2,19,152,9552,28656,7.855263157894737,11400,83.79,0,61,0.64,96.74,312,9240,2025,4,April,Tuesday,False,High,False,0.0,False
2025-04-08,WH03,S3,15,120,5712,5712,5.95,7650,74.67,0,49,0.86,97.98,115,5597,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-08,WH04,S1,23,184,10608,31824,7.206521739130435,15842,66.96,0,89,0.84,98.29,182,10426,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-08,WH04,S2,22,176,9672,19344,6.869318181818182,14432,67.02,0,73,0.75,95.78,408,9264,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-08,WH04,S3,17,136,6888,6888,6.330882352941177,9479,72.67,0,51,0.74,96.79,221,6667,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-08,WH05,S1,18,144,8384,8384,7.277777777777778,10584,79.21,0,61,0.73,96.52,292,8092,2025,4,April,Tuesday,False,High,False,0.0,False
2025-04-08,WH05,S2,17,136,7776,7776,7.147058823529412,9520,81.68,0,77,0.99,96.37,282,7494,2025,4,April,Tuesday,False,High,False,0.0,False
2025-04-08,WH05,S3,14,112,6384,12768,7.125,6664,95.8,0,70,1.1,97.39,167,6217,2025,4,April,Tuesday,False,Very High,True,0.0,False
2025-04-09,WH01,S1,25,200,11360,11360,7.1,17850,63.64,0,110,0.97,96.76,368,10992,2025,4,April,Wednesday,False,Normal,False,0.0,False
2025-04-09,WH01,S2,24,192,12304,12304,8.010416666666666,16320,75.39,0,82,0.67,94.94,622,11682,2025,4,April,Wednesday,False,High,False,0.0,False
2025-04-09,WH01,S3,19,152,8904,8904,7.322368421052632,10982,81.08,0,73,0.82,95.56,395,8509,2025,4,April,Wednesday,False,High,False,0.0,False
2025-04-09,WH02,S1,30,240,18040,36080,9.395833333333334,22680,79.54,0,130,0.72,95.55,802,17238,2025,4,April,Wednesday,False,High,False,0.0,False
2025-04-09,WH02,S2,28,224,12704,12704,7.089285714285714,20160,63.02,0,108,0.85,96.79,407,12297,2025,4,April,Wednesday,False,Normal,False,0.0,False
2025-04-09,WH02,S3,22,176,9912,9912,7.039772727272728,13464,73.62,0,65,0.66,95.51,445,9467,2025,4,April,Wednesday,False,Normal,False,0.0,False
2025-04-09,WH03,S1,20,160,10600,31800,8.28125,12600,84.13,0,95,0.9,96.91,327,10273,2025,4,April,Wednesday,False,High,False,0.0,False
2025-04-09,WH03,S2,19,152,8752,8752,7.197368421052632,11400,76.77,0,54,0.62,97.0,263,8489,2025,4,April,Wednesday,False,High,False,0.0,False
2025-04-09,WH03,S3,15,120,7640,7640,7.958333333333333,7650,99.87,0,79,1.03,95.38,353,7287,2025,4,April,Wednesday,False,Very High,True,0.0,False
2025-04-09,WH04,S1,23,184,12112,12112,8.228260869565217,15842,76.45,0,104,0.86,96.03,481,11631,2025,4,April,Wednesday,False,High,False,0.0,False
2025-04-09,WH04,S2,22,176,9464,9464,6.721590909090909,14432,65.58,0,68,0.72,95.38,437,9027,2025,4,April,Wednesday,False,Normal,False,0.0,False
2025-04-09,WH04,S3,17,136,7400,22200,6.801470588235294,9479,78.07,0,51,0.69,94.9,378,7022,2025,4,April,Wednesday,False,High,False,0.0,False
2025-04-09,WH05,S1,18,144,8616,8616,7.479166666666667,10584,81.41,0,80,0.93,95.38,398,8218,2025,4,April,Wednesday,False,High,False,0.0,False
2025-04-09,WH05,S2,17,136,8872,17744,8.154411764705882,9520,93.19,0,116,1.31,96.02,353,8519,2025,4,April,Wednesday,False,Very High,True,0.0,False
2025-04-09,WH05,S3,14,112,5360,16080,5.982142857142857,6664,80.43,0,46,0.86,95.85,223,5137,2025,4,April,Wednesday,False,High,False,0.0,False
2025-04-10,WH01,S1,25,200,12176,24352,7.61,17850,68.21,0,123,1.01,97.21,339,11837,2025,4,April,Thursday,False,Normal,False,0.0,False
2025-04-10,WH01,S2,24,192,10216,20432,6.651041666666667,16320,62.6,0,71,0.69,97.11,295,9921,2025,4,April,Thursday,False,Normal,False,0.0,False
2025-04-10,WH01,S3,19,152,8560,8560,7.039473684210527,10982,77.95,0,90,1.05,95.73,365,8195,2025,4,April,Thursday,False,High,False,0.0,False
2025-04-10,WH02,S1,30,240,15896,15896,8.279166666666667,22680,70.09,0,154,0.97,95.99,637,15259,2025,4,April,Thursday,False,Normal,False,0.0,False
2025-04-10,WH02,S2,28,224,13960,13960,7.790178571428571,20160,69.25,0,118,0.85,95.54,622,13338,2025,4,April,Thursday,False,Normal,False,0.0,False
2025-04-10,WH02,S3,22,176,11144,11144,7.914772727272727,13464,82.77,0,85,0.76,94.6,601,10543,2025,4,April,Thursday,False,High,False,0.0,False
2025-04-10,WH03,S1,20,160,10344,31032,8.08125,12600,82.1,0,109,1.05,96.44,368,9976,2025,4,April,Thursday,False,High,False,0.0,False
2025-04-10,WH03,S2,19,152,10024,10024,8.243421052631579,11400,87.93,0,122,1.22,95.32,469,9555,2025,4,April,Thursday,False,Very High,True,0.0,False
2025-04-10,WH03,S3,15,120,8096,8096,8.433333333333334,7650,105.83,446,93,1.15,91.2,713,7383,2025,4,April,Thursday,False,Over Capacity,True,5.51,True
2025-04-10,WH04,S1,23,184,9976,9976,6.777173913043479,15842,62.97,0,77,0.77,96.06,393,9583,2025,4,April,Thursday,False,Normal,False,0.0,False
2025-04-10,WH04,S2,22,176,11704,11704,8.3125,14432,81.1,0,99,0.85,97.08,342,11362,2025,4,April,Thursday,False,High,False,0.0,False
2025-04-10,WH04,S3,17,136,8600,8600,7.904411764705882,9479,90.73,0,106,1.23,94.1,507,8093,2025,4,April,Thursday,False,Very High,True,0.0,False
2025-04-10,WH05,S1,18,144,8624,17248,7.486111111111111,10584,81.48,0,84,0.97,96.15,332,8292,2025,4,April,Thursday,False,High,False,0.0,False
2025-04-10,WH05,S2,17,136,8440,8440,7.757352941176471,9520,88.66,0,107,1.27,93.88,516,7924,2025,4,April,Thursday,False,Very High,True,0.0,False
2025-04-10,WH05,S3,14,112,5256,5256,5.866071428571429,6664,78.87,0,36,0.68,93.59,337,4919,2025,4,April,Thursday,False,High,False,0.0,False
2025-04-11,WH01,S1,25,200,14656,14656,9.16,17850,82.11,0,111,0.76,96.58,502,14154,2025,4,April,Friday,False,High,False,0.0,False
2025-04-11,WH01,S2,24,192,10016,10016,6.520833333333333,16320,61.37,0,77,0.77,96.66,334,9682,2025,4,April,Friday,False,Normal,False,0.0,False
2025-04-11,WH01,S3,19,152,7200,7200,5.921052631578948,10982,65.56,0,48,0.67,96.67,240,6960,2025,4,April,Friday,False,Normal,False,0.0,False
2025-04-11,WH02,S1,30,240,14256,14256,7.425,22680,62.86,0,94,0.66,94.67,760,13496,2025,4,April,Friday,False,Normal,False,0.0,False
2025-04-11,WH02,S2,28,224,15720,31440,8.772321428571429,20160,77.98,0,114,0.73,97.61,376,15344,2025,4,April,Friday,False,High,False,0.0,False
2025-04-11,WH02,S3,22,176,9872,9872,7.011363636363637,13464,73.32,0,69,0.7,94.88,505,9367,2025,4,April,Friday,False,Normal,False,0.0,False
2025-04-11,WH03,S1,20,160,11248,11248,8.7875,12600,89.27,0,141,1.25,96.55,388,10860,2025,4,April,Friday,False,Very High,True,0.0,False
2025-04-11,WH03,S2,19,152,9416,9416,7.743421052631579,11400,82.6,0,96,1.02,95.89,387,9029,2025,4,April,Friday,False,High,False,0.0,False
2025-04-11,WH03,S3,15,120,6472,6472,6.741666666666666,7650,84.6,0,52,0.8,96.1,253,6219,2025,4,April,Friday,False,High,False,0.0,False
2025-04-11,WH04,S1,23,184,13424,13424,9.119565217391305,15842,84.74,0,117,0.87,94.97,675,12749,2025,4,April,Friday,False,High,False,0.0,False
2025-04-11,WH04,S2,22,176,8592,8592,6.102272727272728,14432,59.53,0,82,0.95,95.95,348,8244,2025,4,April,Friday,False,Low,False,0.0,False
2025-04-11,WH04,S3,17,136,7936,15872,7.294117647058823,9479,83.72,0,80,1.01,94.14,465,7471,2025,4,April,Friday,False,High,False,0.0,False
2025-04-11,WH05,S1,18,144,9624,19248,8.354166666666666,10584,90.93,0,78,0.81,98.12,181,9443,2025,4,April,Friday,False,Very High,True,0.0,False
2025-04-11,WH05,S2,17,136,9296,9296,8.544117647058824,9520,97.65,0,116,1.25,95.48,420,8876,2025,4,April,Friday,False,Very High,True,0.0,False
2025-04-11,WH05,S3,14,112,6488,6488,7.241071428571429,6664,97.36,0,86,1.33,95.84,270,6218,2025,4,April,Friday,False,Very High,True,0.0,False
2025-04-12,WH01,S1,25,200,7480,14960,4.675,17850,41.9,0,45,0.6,94.7,396,7084,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-12,WH01,S2,24,192,8216,16432,5.348958333333333,16320,50.34,0,60,0.73,95.36,381,7835,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-12,WH01,S3,19,152,5184,15552,4.2631578947368425,10982,47.2,0,41,0.79,93.94,314,4870,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-12,WH02,S1,30,240,9872,9872,5.141666666666667,22680,43.53,0,92,0.93,96.03,392,9480,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-12,WH02,S2,28,224,9048,9048,5.049107142857143,20160,44.88,0,69,0.76,95.08,445,8603,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-12,WH02,S3,22,176,5904,5904,4.193181818181818,13464,43.85,0,55,0.93,96.92,182,5722,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-12,WH03,S1,20,160,7064,7064,5.51875,12600,56.06,0,47,0.67,96.39,255,6809,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-12,WH03,S2,19,152,6304,12608,5.184210526315789,11400,55.3,0,50,0.79,95.61,277,6027,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-12,WH03,S3,15,120,3664,3664,3.816666666666667,7650,47.9,0,30,0.82,96.83,116,3548,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-12,WH04,S1,23,184,7096,7096,4.820652173913044,15842,44.79,0,65,0.92,95.98,285,6811,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-12,WH04,S2,22,176,6792,6792,4.823863636363637,14432,47.06,0,51,0.75,97.56,166,6626,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-12,WH04,S3,17,136,4976,9952,4.573529411764706,9479,52.49,0,49,0.98,96.8,159,4817,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-12,WH05,S1,18,144,5280,10560,4.583333333333333,10584,49.89,0,45,0.85,95.2,253,5027,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-12,WH05,S2,17,136,5120,5120,4.705882352941177,9520,53.78,0,42,0.82,95.03,254,4866,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-12,WH05,S3,14,112,3792,3792,4.232142857142857,6664,56.9,0,32,0.84,98.95,40,3752,2025,4,April,Saturday,False,Low,False,0.0,False
2025-04-13,WH01,S1,25,200,7000,7000,4.375,17850,39.22,0,54,0.77,96.98,211,6789,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-13,WH01,S2,24,192,6400,12800,4.166666666666667,16320,39.22,0,45,0.7,94.08,379,6021,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-13,WH01,S3,19,152,5064,15192,4.164473684210527,10982,46.11,0,56,1.11,95.59,223,4841,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-13,WH02,S1,30,240,7728,7728,4.025,22680,34.07,0,58,0.75,95.19,372,7356,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-13,WH02,S2,28,224,8304,8304,4.633928571428571,20160,41.19,0,70,0.84,96.85,261,8043,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-13,WH02,S3,22,176,5168,10336,3.6704545454545454,13464,38.38,0,35,0.68,94.78,270,4898,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-13,WH03,S1,20,160,6216,12432,4.85625,12600,49.33,0,48,0.77,95.18,299,5917,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-13,WH03,S2,19,152,5320,5320,4.375,11400,46.67,0,37,0.7,95.06,263,5057,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-13,WH03,S3,15,120,3680,3680,3.8333333333333335,7650,48.1,0,30,0.82,95.75,157,3523,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-13,WH04,S1,23,184,5664,5664,3.847826086956522,15842,35.75,0,44,0.78,95.3,266,5398,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-13,WH04,S2,22,176,4696,9392,3.335227272727273,14432,32.54,0,37,0.79,97.64,111,4585,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-13,WH04,S3,17,136,3640,3640,3.3455882352941178,9479,38.4,0,31,0.85,95.72,156,3484,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-13,WH05,S1,18,144,4928,14784,4.277777777777778,10584,46.56,0,49,0.99,95.38,228,4700,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-13,WH05,S2,17,136,4640,4640,4.264705882352941,9520,48.74,0,33,0.71,95.58,205,4435,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-13,WH05,S3,14,112,3600,3600,4.017857142857143,6664,54.02,0,26,0.72,95.53,161,3439,2025,4,April,Sunday,True,Low,False,0.0,False
2025-04-14,WH01,S1,25,200,11936,11936,7.46,17850,66.87,0,70,0.59,96.17,457,11479,2025,4,April,Monday,False,Normal,False,0.0,False
2025-04-14,WH01,S2,24,192,11352,11352,7.390625,16320,69.56,0,55,0.48,95.64,495,10857,2025,4,April,Monday,False,Normal,False,0.0,False
2025-04-14,WH01,S3,19,152,7824,7824,6.434210526315789,10982,71.24,0,61,0.78,96.66,262,7562,2025,4,April,Monday,False,Normal,False,0.0,False
2025-04-14,WH02,S1,30,240,18144,36288,9.45,22680,80.0,0,109,0.6,96.27,676,17468,2025,4,April,Monday,False,High,False,0.0,False
2025-04-14,WH02,S2,28,224,15280,15280,8.526785714285714,20160,75.79,0,132,0.86,97.09,444,14836,2025,4,April,Monday,False,High,False,0.0,False
2025-04-14,WH02,S3,22,176,10336,10336,7.340909090909091,13464,76.77,0,79,0.76,96.92,319,10017,2025,4,April,Monday,False,High,False,0.0,False
2025-04-14,WH03,S1,20,160,11216,11216,8.7625,12600,89.02,0,142,1.27,95.82,469,10747,2025,4,April,Monday,False,Very High,True,0.0,False
2025-04-14,WH03,S2,19,152,10544,21088,8.671052631578947,11400,92.49,0,117,1.11,95.87,435,10109,2025,4,April,Monday,False,Very High,True,0.0,False
2025-04-14,WH03,S3,15,120,6928,13856,7.216666666666667,7650,90.56,0,71,1.02,97.28,189,6739,2025,4,April,Monday,False,Very High,True,0.0,False
2025-04-14,WH04,S1,23,184,13080,13080,8.88586956521739,15842,82.57,0,88,0.67,96.36,476,12604,2025,4,April,Monday,False,High,False,0.0,False
2025-04-14,WH04,S2,22,176,9624,9624,6.8352272727272725,14432,66.69,0,77,0.8,97.09,280,9344,2025,4,April,Monday,False,Normal,False,0.0,False
2025-04-14,WH04,S3,17,136,6664,13328,6.125,9479,70.3,0,54,0.81,94.38,374,6290,2025,4,April,Monday,False,Normal,False,0.0,False
2025-04-14,WH05,S1,18,144,10608,21216,9.208333333333334,10584,100.23,24,70,0.66,94.97,534,10074,2025,4,April,Monday,False,Over Capacity,True,0.23,True
2025-04-14,WH05,S2,17,136,6136,12272,5.639705882352941,9520,64.45,0,60,0.98,95.75,261,5875,2025,4,April,Monday,False,Normal,False,0.0,False
2025-04-14,WH05,S3,14,112,6640,13280,7.410714285714286,6664,99.64,0,81,1.22,96.41,238,6402,2025,4,April,Monday,False,Very High,True,0.0,False
2025-04-15,WH01,S1,25,200,12016,12016,7.51,17850,67.32,0,81,0.67,96.27,448,11568,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-15,WH01,S2,24,192,9968,9968,6.489583333333333,16320,61.08,0,61,0.61,96.82,317,9651,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-15,WH01,S3,19,152,8592,17184,7.065789473684211,10982,78.24,0,71,0.83,95.56,382,8210,2025,4,April,Tuesday,False,High,False,0.0,False
2025-04-15,WH02,S1,30,240,15856,31712,8.258333333333333,22680,69.91,0,149,0.94,97.71,364,15492,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-15,WH02,S2,28,224,11184,22368,6.241071428571429,20160,55.48,0,105,0.94,95.41,514,10670,2025,4,April,Tuesday,False,Low,False,0.0,False
2025-04-15,WH02,S3,22,176,8752,8752,6.215909090909091,13464,65.0,0,101,1.15,96.92,270,8482,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-15,WH03,S1,20,160,10848,10848,8.475,12600,86.1,0,137,1.26,96.17,415,10433,2025,4,April,Tuesday,False,Very High,True,0.0,False
2025-04-15,WH03,S2,19,152,9312,9312,7.657894736842105,11400,81.68,0,59,0.63,96.23,351,8961,2025,4,April,Tuesday,False,High,False,0.0,False
2025-04-15,WH03,S3,15,120,6808,6808,7.091666666666667,7650,88.99,0,66,0.97,94.81,353,6455,2025,4,April,Tuesday,False,Very High,True,0.0,False
2025-04-15,WH04,S1,23,184,11352,11352,7.711956521739131,15842,71.66,0,91,0.8,94.1,670,10682,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-15,WH04,S2,22,176,10920,10920,7.755681818181818,14432,75.67,0,90,0.82,96.79,350,10570,2025,4,April,Tuesday,False,High,False,0.0,False
2025-04-15,WH04,S3,17,136,6960,6960,6.397058823529412,9479,73.43,0,64,0.92,96.46,247,6713,2025,4,April,Tuesday,False,Normal,False,0.0,False
2025-04-15,WH05,S1,18,144,9480,9480,8.229166666666666,10584,89.57,0,125,1.32,94.58,514,8966,2025,4,April,Tuesday,False,Very High,True,0.0,False
2025-04-15,WH05,S2,17,136,8432,8432,7.75,9520,88.57,0,79,0.94,95.77,357,8075,2025,4,April,Tuesday,False,Very High,True,0.0,False
2025-04-15,WH05,S3,14,112,5200,5200,5.803571428571429,6664,78.03,0,54,1.04,97.17,147,5053,2025,4,April,Tuesday,False,High,False,0.0,False
2025-04-16,WH01,S1,25,200,15384,15384,9.615,17850,86.18,0,124,0.81,95.57,682,14702,2025,4,April,Wednesday,False,Very High,True,0.0,False
2025-04-16,WH01,S2,24,192,11544,23088,7.515625,16320,70.74,0,98,0.85,95.12,564,10980,2025,4,April,Wednesday,False,Normal,False,0.0,False
2025-04-16,WH01,S3,19,152,7664,15328,6.302631578947368,10982,69.79,0,67,0.87,94.71,405,7259,2025,4,April,Wednesday,False,Normal,False,0.0,False
2025-04-16,WH02,S1,30,240,16744,16744,8.720833333333333,22680,73.83,0,146,0.87,95.0,837,15907,2025,4,April,Wednesday,False,Normal,False,0.0,False
2025-04-16,WH02,S2,28,224,12992,12992,7.25,20160,64.44,0,103,0.79,94.95,657,12335,2025,4,April,Wednesday,False,Normal,False,0.0,False
2025-04-16,WH02,S3,22,176,9104,9104,6.465909090909091,13464,67.62,0,79,0.87,96.23,343,8761,2025,4,April,Wednesday,False,Normal,False,0.0,False
2025-04-16,WH03,S1,20,160,11464,11464,8.95625,12600,90.98,0,175,1.53,96.3,425,11039,2025,4,April,Wednesday,False,Very High,True,0.0,False
2025-04-16,WH03,S2,19,152,8424,16848,6.927631578947368,11400,73.89,0,84,1.0,95.75,358,8066,2025,4,April,Wednesday,False,Normal,False,0.0,False
2025-04-16,WH03,S3,15,120,6240,6240,6.5,7650,81.57,0,56,0.9,95.68,269,5971,2025,4,April,Wednesday,False,High,False,0.0,False
2025-04-16,WH04,S1,23,184,10552,21104,7.168478260869565,15842,66.61,0,85,0.81,96.82,336,10216,2025,4,April,Wednesday,False,Normal,False,0.0,False
2025-04-16,WH04,S2,22,176,10208,20416,7.25,14432,70.73,0,88,0.86,95.71,437,9771,2025,4,April,Wednesday,False,Normal,False,0.0,False
2025-04-16,WH04,S3,17,136,6616,19848,6.080882352941177,9479,69.8,0,44,0.67,96.6,225,6391,2025,4,April,Wednesday,False,Normal,False,0.0,False
2025-04-16,WH05,S1,18,144,10768,21536,9.34722222222222,10584,101.74,184,94,0.87,96.7,355,10413,2025,4,April,Wednesday,False,Over Capacity,True,1.71,False
2025-04-16,WH05,S2,17,136,8152,16304,7.492647058823529,9520,85.63,0,99,1.21,94.09,482,7670,2025,4,April,Wednesday,False,Very High,True,0.0,False
2025-04-16,WH05,S3,14,112,5480,10960,6.116071428571429,6664,82.23,0,47,0.86,96.07,216,5264,2025,4,April,Wednesday,False,High,False,0.0,False
2025-04-17,WH01,S1,25,200,12144,24288,7.59,17850,68.03,0,109,0.9,95.85,504,11640,2025,4,April,Thursday,False,Normal,False,0.0,False
2025-04-17,WH01,S2,24,192,11816,35448,7.692708333333333,16320,72.4,0,138,1.17,96.18,451,11365,2025,4,April,Thursday,False,Normal,False,0.0,False
2025-04-17,WH01,S3,19,152,6960,13920,5.723684210526316,10982,63.38,0,55,0.79,94.1,411,6549,2025,4,April,Thursday,False,Normal,False,0.0,False
2025-04-17,WH02,S1,30,240,14960,29920,7.791666666666667,22680,65.96,0,133,0.89,94.66,799,14161,2025,4,April,Thursday,False,Normal,False,0.0,False
2025-04-17,WH02,S2,28,224,17504,35008,9.767857142857142,20160,86.83,0,159,0.91,96.16,672,16832,2025,4,April,Thursday,False,Very High,True,0.0,False
2025-04-17,WH02,S3,22,176,9408,9408,6.681818181818182,13464,69.88,0,101,1.07,94.92,478,8930,2025,4,April,Thursday,False,Normal,False,0.0,False
